id,nationalPhoneNumber,formattedAddress,rating,websiteUri,regularOpeningHours,displayName,primaryType,editorialSummary,reviews
ChIJk6ZK9-s1K4gR9KQAk2WC_yI,(416) 536-0621,"671 College St, Toronto, ON M6G 1B9, Canada",4.5,https://www.lacantinadelpueblo.com/,"['Monday: 2:00\u2009–\u200911:00\u202fPM', 'Tuesday: 2:00\u2009–\u200911:00\u202fPM', 'Wednesday: 2:00\u2009–\u200911:00\u202fPM', 'Thursday: 2:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM']",La cantina del pueblo,mexican_restaurant,A moody Mexican mural adorns one wall of this taqueria making tortillas in-house plus cocktails.,"This authentic Mexican restaurant has garnered rave reviews for its flavorful and fresh offerings, making it a must-visit spot in Toronto. Patrons have praised the shrimp tacos for their incredible taste and have enjoyed the filling beef and chicken quesadillas. The chicken enchiladas, particularly the enchiladas Verdes, paired with a zesty green sauce, have intrigued diners, showcasing crispy tortillas filled with moist chicken. For those looking for a lighter option, the nachos and guacamole served as a fantastic start, with the guacamole praised for its low salt content. The atmosphere, complete with live mariachi music, enhances the dining experience, making it perfect for both casual meals and intimate dates. Drinks like micheladas and horchata have also received compliments, adding to the overall enjoyment. Many guests recommend sharing plates due to the generous portion sizes. Overall, this hidden gem in Little Italy has become a favorite for those seeking a delightful Mexican meal."
ChIJtUJcQQs1K4gREjQ5GolESpM,,"214 Augusta Ave, Toronto, ON M5T 2L6, Canada",4.8,,,Latin American Food Court,mexican_restaurant,,"This restaurant features a vibrant selection of small Latin American food stands offering delicious takeout options. With a menu that includes fresh and generously stuffed tacos, flavorful burritos, and delightful churros, there’s plenty to choose from for a casual meal. Despite the lack of seating and the busy atmosphere, the friendly and fast service ensures a satisfying experience. Patrons appreciate the reasonable prices considering the quality and portion sizes of the dishes. While it may get crowded, the lively vibe, accompanied by pop music, adds to the overall enjoyment. Guests often take their meals to nearby parks for a more relaxed dining experience. Overall, this place is highly recommended for anyone looking for a flavorful meal on the go."
ChIJO2GyLqg1K4gReQHuxbVpCF8,(416) 264-8314,"1028 Bloor St W, Toronto, ON M6H 1M4, Canada",4.4,http://gustacos.com/,"['Monday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Tuesday: 7:00\u202fAM\u2009–\u20091:00\u202fAM', 'Wednesday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Thursday: 11:00\u202fAM\u2009–\u20091:00\u202fAM', 'Friday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20093:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20091:00\u202fAM']",Gus Tacos,mexican_restaurant,,"Gus Tacos, a new Mexican restaurant in Toronto, offers a variety of flavorful dishes, primarily focused on tacos, burritos, and tortas. Many diners have praised the tacos for their tender and juicy meats, complemented by fresh toppings and an impressive selection of salsas. The Jamaican drink was also highlighted as a delicious addition to the meal. Despite the great food quality, some patrons noted that the atmosphere could use improvement, with suggestions to clean tables more thoroughly between customers. The overall service was described as friendly and fast, even during busy times. While most reviews were positive regarding food taste, a few customers felt that the tacos lacked a strong flavor profile. Overall, Gus Tacos appears to be a solid choice for a casual meal, especially for take-out or delivery."
ChIJZ1RdDdw1K4gRtKrTni4k4qo,(416) 531-3077,"1226 King St W, Toronto, ON M6K 1G4, Canada",4.4,,"['Monday: Closed', 'Tuesday: Closed', 'Wednesday: Closed', 'Thursday: Closed', 'Friday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 2:00\u2009–\u20099:00\u202fPM']",Madre De Lobo,mexican_restaurant,,"This restaurant offers a delightful dining experience with a vibrant atmosphere and attentive service. Guests have raved about the Pollo Al Pastor tacos, describing them as a perfect 10/10, while others highlighted the exceptional Birria taco as the best they've ever had. The menu features various gluten-free options, making it a suitable choice for different dietary needs. Although some reviewers found certain dishes, particularly the seafood taco, to be overly salty or heavy in flavor, the overall consensus is that the food is generally satisfying. The staff has been noted for their friendliness and energy, which adds to the enjoyable ambiance. However, potential visitors should be mindful of seating arrangements, as proximity to speakers can result in loud entertainment during payment. With both indoor and outdoor seating options, the restaurant promises a beautiful dining setting. Overall, it's a great spot for a casual dinner or a night out with friends, especially if tacos are on your mind."
ChIJW9BCld40K4gRGS8xUsds3-s,,"552 King St W, Toronto, ON M5V 1M3, Canada",4.6,,"['Monday: 5:00\u2009–\u20099:30\u202fPM', 'Tuesday: 11:30\u202fAM\u2009–\u20099:30\u202fPM', 'Wednesday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:30\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:30\u202fAM\u2009–\u20099:30\u202fPM']",Wilbur Mexicana,mexican_restaurant,This apothecary-inspired counter serve dishes up Mexican street food like tacos & burritos.,"This restaurant is highly praised for its exceptional Mexican cuisine, particularly its tacos and fajitas, earning a solid five stars. Diners appreciate the ability to customize their meals from a vibrant salsa bar that features a range of sauces from mild to super spicy. Many reviews highlight the delicious fish tacos and the fresh, flavorful fajitas as must-try dishes. Although the tacos are described as slightly small and a bit pricey, the overall flavor and quality make the experience worthwhile. The atmosphere leans more towards a fast food vibe, but the quick service and friendly staff enhance the dining experience. Customers mention that the portions are generous, making it a great spot for brunch or dinner. Overall, this is regarded as one of the best taco places in Canada, with loyal customers eager to return for more delicious offerings."
ChIJH59kvpAzK4gRLcNVuBSS3sM,(416) 658-9555,"547 St Clair Ave W, Toronto, ON M6C 1A3, Canada",4.4,http://tacosmoras.com/,"['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",Tacos Moras,mexican_restaurant,,"This restaurant is a top destination for delicious tacos, particularly known for its standout Birria tacos, which are tender and packed with flavor. Guests rave about the quick service, as tacos are prepared and served in just minutes, with a variety of options including pollo and asada. The self-serve condiment station adds a fun touch, allowing customers to personalize their meals with excellent sauces. Diners have also enjoyed the Birria Beef quesadilla and the birria tortas, both receiving high praise for their taste and quality. The battered fish taco and moist pork were also highlights, showing the restaurant's diverse menu. While seating may be limited, the inviting atmosphere allows patrons to watch the cooks expertly prepare their food. Overall, this spot is perfect for anyone craving a satisfying and flavorful Mexican meal, making it a likely repeat visit for many diners."
ChIJ8Su7-ME0K4gRK_OfqwTtE-4,(416) 260-0097,"277 Augusta Ave, Toronto, ON M5T 2L7, Canada",4.3,http://www.eltrompo.ca/,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20098:30\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Saturday: 11:00\u202fAM\u2009–\u20099:30\u202fPM', 'Sunday: 11:00\u202fAM\u2009–\u20096:30\u202fPM']",El Trompo,mexican_restaurant,"Eatery with a bustling patio & bright, snug interior, serving classic Mexican fare & margaritas.","El Trompo is a delightful spot in Kensington Market, perfect for a casual date or a bite during exploration. Diners rave about the delicious tacos, particularly the El Pastor and the 5 mix & match options, which are both savory and satisfying. The guacamole is noted for its smooth texture and flavor. Accompanying the meal, guests enjoy frozen margaritas in various flavors, enhanced by a unique tequila popsicle. The staff is consistently described as friendly and attentive, making for an excellent dining experience. However, some diners felt that the homemade drinks were overly sweet and underwhelming. Despite the mixed opinions on drinks, many agree that the atmosphere captures the essence of Mexico. Overall, El Trompo is praised as a great place for lunch or dinner, and it's likely to become a regular visit for many."
ChIJC7ZkAsM0K4gRXV1uVuN0T-s,,"2a Kensington Ave, Toronto, ON M5T 2J7, Canada",4.4,http://elreybar.com/,"['Monday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Tuesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Wednesday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Thursday: 5:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u202fPM\u2009–\u200912:00\u202fAM']",El Rey Mezcal Bar,mexican_restaurant,This tiny bar with a warm wood decor offers a variety of mezcals plus small plates of Mexican eats.,"El Rey, located in Kensington Market, is a cozy mezcal bar that combines a vibrant atmosphere with a concise yet flavorful menu. The restaurant offers a mix of vegetarian snacks, including a mushroom taco and a variety of traditional Mexican dishes. For lunch or dinner, patrons can enjoy highlights like their celebrated cocktails, particularly the ROCKAWAY BEACH, which has received high praise from guests. The service stands out for its attentiveness and friendliness, ensuring a pleasant dining experience. While the space can feel tight and may not be ideal for families with kids, the energetic vibe makes it a perfect spot for socializing. The drinks, generously mixed and featuring both alcoholic and zero-proof options, complement the food beautifully. Overall, El Rey is regarded as a fantastic place to unwind, whether for an early drink, dinner, or post-event celebration, often leaving customers eager to return."
ChIJDc8JPMA1K4gRc0e47EwXBfg,(647) 960-0836,"214 Augusta Ave, Toronto, ON M5T 2L8, Canada",5.0,,"['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 9:00\u202fAM\u2009–\u200910:00\u202fPM']",Xolotl Mexican Cuisine,mexican_restaurant,,"This restaurant is renowned for its exceptional customer service and delightful atmosphere, making it a fantastic spot for meals throughout the day. Patrons rave about the delicious snacks, highlighting the quality of the food as a standout feature. Whether it's a leisurely brunch or a satisfying dinner, guests appreciate the prompt service, with many noting that their preferences, like extra sauces, were accommodated without extra charges. Dishes like fluffy eggs and savory lasagna have garnered particular praise, showcasing the kitchen's commitment to flavor and quality. The attentive staff consistently receives high marks, contributing to a welcoming dining experience. With an inviting vibe and top-notch service, this establishment is a must-visit for anyone looking to enjoy good food in Toronto. Overall, the combination of great people and tasty cuisine makes every visit memorable."
ChIJqaAxa1g1K4gRCSk-2QQgmBI,(416) 551-9020,"285 Augusta Ave, Toronto, ON M5T 2M1, Canada",4.4,http://lacevicheria.ca/,"['Monday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u200910:00\u202fPM']",La Cevichería Bar & Grill,mexican_restaurant,,"La Cevichería has garnered mixed reviews from diners, highlighting both exceptional dishes and some less favorable experiences. Many patrons rave about the vibrant ceviche and flavorful tacos, particularly noting the Aztec ceviche with leche de Tigre, which is praised for its refreshing blend of lime juice, garlic, and ginger. The service is consistently described as outstanding, with staff members like Margy, May, Eileen, and Aylin providing attentive and friendly service that enhances the dining experience. However, some reviews reflect disappointment, particularly with certain dishes like the trio ceviche and shrimp cocktail, which were criticized for lack of flavor and resemblance to ketchup. The ambiance received high marks, with lively music that adds to the enjoyable atmosphere. Diners also appreciated the drink offerings, with classic margaritas and minty strawberry mojitos noted as refreshing choices. Tacos were a mixed bag; while some found them too saucy and greasy, others recommended the seafood options over chicken. Overall, despite some inconsistency in dish quality, the experience at La Cevichería appears to be enjoyable, with many customers eager to return for the ceviche."
ChIJE9eyB8w1K4gR7rdhaLdjPSU,(416) 792-1550,"588 College St, Toronto, ON M6G 1B3, Canada",4.6,http://labartola.ca/,"['Monday: Closed', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 5:00\u2009–\u200910:00\u202fPM', 'Friday: 5:00\u2009–\u200911:00\u202fPM', 'Saturday: 5:00\u2009–\u200911:00\u202fPM', 'Sunday: 5:00\u2009–\u200910:00\u202fPM']",La Bartola,mexican_restaurant,"Fashionable restaurant dishing up moles, cactus tacos & other Mexican delicacies, plus cocktails.","This restaurant has received mixed reviews from diners regarding its tasting menu. Many guests praised the exceptional service and pleasant atmosphere, noting attentive and knowledgeable staff, particularly in explaining the vegan and gluten-free dishes. The tasting menu, priced at $75 per person, featured a standout lions mane steak and Mexican corn appetizer, which were well-received. However, some diners expressed disappointment in other offerings, such as the cantaloupe salad, which they found difficult to chew, and unappealing desserts. While the cocktails received positive feedback, with many describing them as delicious, the overall food experience fell short for some guests. The restaurant is highlighted for its unique and authentic flavors, particularly in its Mexican-themed dishes, making it a recommended destination for special occasions despite concerns about the food quality. Overall, while a visit might be worthwhile for drinks and a few standout dishes, some patrons may hesitate to return for a full meal."
ChIJ0T-vYNA0K4gR6sH6RJ00AyE,(647) 348-1166,"106 John St, Toronto, ON M5H 1X9, Canada",4.1,http://lacarnita.com/,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u200911:00\u202fPM']",La Carnita,mexican_restaurant,Creative tacos & craft beer served in an edgy space with graffiti-style murals & hip-hop soundtrack.,"This restaurant is a popular choice for taco nights, particularly on Taco Tuesdays, offering a great deal for $39.99 for hard shell tacos for two, with a generous serving of 10 tacos and a wide selection of fresh toppings including guacamole, tomato salsa, and jalapeños. While the Baja Shrimp Tacos and Pork Belly Al Pastor Tacos are among the favorites, diners also rave about the well-prepared churros and indulgent Tres Leches dessert. Despite the delicious food and vibrant atmosphere, service has been inconsistent, with reports of slow wait times and less-than-friendly staff interactions. Prices can be on the higher side, with individual tacos priced between $8 to $10 and shareable nachos around $27. Reservations are highly recommended, especially on busy nights, as the place fills up quickly. Guests have noted the patio as a nice spot to enjoy meals with friends, although parking options are somewhat limited. Overall, the restaurant delivers on food quality and ambience, making it a worthwhile visit, especially for taco enthusiasts."
ChIJl3HnWn_L1IkR2m99Dq44rNc,(416) 901-9859,"1058 Gerrard St E, Toronto, ON M4M 1Z8, Canada",4.4,http://chulatoronto.com/,"['Monday: 12:00\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",Chula Taberna Mexicana,mexican_restaurant,"Vibrant cantina with colourful murals & a big patio offering Mexican staples, margaritas & beers.","Chula Taberna Mexicana offers a delightful dining experience featuring a variety of delicious dishes ideal for dinner. Guests rave about the flavorful tacos, particularly the Spicy Shrimp, Birria, and crispy fish tacos, which are complemented by a rich consome. The menu also includes appealing appetizers like the crispy zucchini fritters and Mexican Street Corn, while the cactus queso dip earns high praise as well. Vegetarians and vegans will appreciate the diverse options available, including unique dishes like chicken enchiladas and untraditional items such as beef short ribs and scallops with adobo aioli. Desserts like the churro donut sundae and tres leches with fried ice cream provide a sweet finish. Reviewers commend the reasonable prices, friendly and hospitable service, and a chill atmosphere enhanced by beautiful patio seating. The modern payment system, allowing customers to settle their bills with a QR code, adds convenience to the experience. Overall, Chula is a fantastic spot for a casual night out with a varied menu that leaves guests eager to return."
ChIJU2HIu841K4gRPIR8yRjzmrY,(416) 551-7414,"553 Church St, Toronto, ON M4Y 2E2, Canada",4.3,http://casamezcal.ca/,"['Monday: Closed', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Saturday: 11:00\u202fAM\u2009–\u20092:00\u202fAM', 'Sunday: 11:00\u202fAM\u2009–\u20099:00\u202fPM']",Casa Mezcal on Church,restaurant,,"Casa Mezcal is a vibrant and welcoming restaurant perfect for enjoying authentic Mexican cuisine. Diners rave about the delicious mezcal margaritas, especially during happy hour when they’re just $8. The menu features classic dishes, with the three tacos for $16 being a standout and sure to satisfy appetites. Many guests have praised the shrimp fajitas for their fantastic presentation and taste, while the desserts have also garnered positive remarks. The atmosphere is casual and cozy, enhancing the overall dining experience. Although service can be a bit slow during busy times, the staff’s friendliness and thoughtful gestures, like complimentary tequila shots, have left a lasting impression. Overall, the combination of great food, good drinks, and a fun vibe makes Casa Mezcal a must-visit, whether for brunch, dinner, or special occasions."
ChIJHckG4TXN1IkRtV49veDbNcw,(416) 461-6616,"493 Danforth Ave, Toronto, ON M4K 1P5, Canada",4.2,https://elcharrocanada.com/,"['Monday: 12:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Sunday: 12:00\u2009–\u200910:00\u202fPM']",EL CHARRO DANFORTH,mexican_restaurant,,"This restaurant offers a vibrant ambiance reminiscent of Mexico, featuring beautiful décor and pleasant music, creating an inviting atmosphere for diners. The menu boasts a variety of authentic Mexican dishes, with standout items including the bean quesadilla and the vege mushroom huarache, the latter being a unique oblong tortilla topped with mashed beans, feta, avocado, and various vegetables. Diners appreciate the well-portioned meals, with tacos priced at $18 for three, making it a fair choice for a filling dinner. Customers have noted the friendly service, though it can become busy due to bar management. It is worth mentioning that complimentary chicharrones de harina are available upon request, enhancing the experience. Some guests have enjoyed unexpected live music, adding a delightful twist, while others suggested that it might be overwhelming for certain patrons. Overall, the dining experience is generally regarded as solid, and many express a desire to return despite a few minor drawbacks, like the occasional off-taste of the water and some bland dishes. With Taco Tuesday promotions, this restaurant seems to attract local crowds looking for good food and lively entertainment."
ChIJdZpIlnw1K4gRRJSBrkLIi-c,(416) 410-5000,"1688 Dufferin St, Toronto, ON M6E 3P1, Canada",4.5,https://casasonora.ca/,"['Monday: 12:00\u2009–\u200911:00\u202fPM', 'Tuesday: 12:00\u2009–\u200911:00\u202fPM', 'Wednesday: 12:00\u2009–\u200911:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']",Tacos Casa Sonora,mexican_restaurant,,"Taco Casa Sonora has quickly become a favorite among diners, especially for those who crave authentic Mexican cuisine. The restaurant is praised for its delicious tacos, with standout options like the steak taco that guests have deemed the best they've ever tried. The welcoming atmosphere, helmed by the friendly husband-and-wife team, adds to the charm of this small but vibrant eatery. Customers appreciate the variety of dishes available, including nachos and an array of sauces, such as hot sauce and guacamole, which complement the fresh bread offered with meals. Diners commend the affordable pricing, with two sandwiches and drinks totaling just $32, making it accessible for many. Overall, the quality of the food, combined with excellent service, has left a lasting impression on everyone who visits. Whether you're stopping by for a casual lunch or a satisfying dinner, Taco Casa Sonora certainly delights all who enter, making it a gem in the neighborhood."
ChIJafgM7SE0K4gRtzAf-AeWcmo,(647) 352-7767,"2883 Dundas St W, Toronto, ON M6P 1Y9, Canada",4.1,http://www.playacabana.ca/cantina,"['Monday: 5:00\u2009–\u200910:00\u202fPM', 'Tuesday: 5:00\u2009–\u200910:00\u202fPM', 'Wednesday: 5:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM']",Playa Cabana Cantina,mexican_restaurant,"Cozy spot with a funky, rustic vibe offering modern Mexican fare & a range of tequilas.","This restaurant offers a delightful dining experience, particularly known for its vibrant atmosphere and flavorful dishes. While the service can be hit or miss, many patrons enjoy the attentive staff who are friendly and accommodating. The standout dishes include the chorizo tacos, fish tacos, and the L.A Truck, all celebrated for their freshness and unique flavors. Guests highly recommend starting with appetizers like chicken wings and salsa with chips, and rounding off the meal with the exquisite tres leches cake for dessert. While some reviews noted that the margaritas can be overpriced, others praised the quality of drinks like the paloma. Many diners expressed a desire to return, particularly for brunch or dinner, appreciating the overall ambiance. The restaurant's great mix of food and drinks contributes to a memorable culinary outing, although a consistent service experience would elevate it even further. Overall, it’s a solid choice for taco lovers looking to indulge in delicious flavors."
ChIJmUe_oYkzK4gRYYwzxV-LdIA,(647) 954-1094,"2404 Dufferin St, York, ON M6E 3S8, Canada",4.5,,"['Monday: Closed', 'Tuesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 11:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 11:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",Alebrijes Taqueria,mexican_restaurant,,"This restaurant is a highly-rated taco spot that consistently impresses its customers with flavorful and generously filled tacos. Diners particularly rave about their complimentary chips and fresh salsa, often pairing them with dishes like tacos and tostadas for a delicious lunch experience. The atmosphere is described as upbeat, bright, and family-friendly, making it an ideal place for meals any time of day. Customers mention that the service is quick and friendly, ensuring that even when in a rush, they can enjoy a satisfying meal without the wait. The food is both delicious and reasonably priced, solidifying it as a hidden gem in the neighborhood. Many patrons express a strong desire to return, highlighting that these are some of the best tacos they've had, rivaling even those tasted in Mexico. Overall, this restaurant is a go-to destination for anyone craving authentic and flavorful Mexican cuisine."
ChIJozDHTyvN1IkR7ijLF5UIMOs,(416) 462-0000,"551 Danforth Ave, Toronto, ON M4K 1P7, Canada",4.5,http://sinaloafactory.com/,"['Monday: 12:00\u2009–\u200910:00\u202fPM', 'Tuesday: 12:00\u2009–\u200910:00\u202fPM', 'Wednesday: 12:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 12:00\u202fPM\u2009–\u200912:00\u202fAM', 'Saturday: 10:00\u202fAM\u2009–\u200912:00\u202fAM', 'Sunday: 10:00\u202fAM\u2009–\u200910:00\u202fPM']",Sinaloa Factory Danforth,mexican_restaurant,,"The restaurant offers a diverse menu that includes popular dishes like the Birria plate, various sushi rolls such as the Sushingada Madre roll and the Angie roll, as well as tacos and quesadillas. Diners have praised the lively atmosphere and friendly staff, contributing to a welcoming dining experience. While the rock shrimp was tasty, it was noted to be similar to offerings at other establishments. The sushi received mixed reviews, with some finding the rice to be pasty and not up to standard, while others enjoyed unique and flavorful rolls. The soup with tortilla chips was also highlighted as a standout dish. Guests appreciated the generous portion sizes and the salsa flight that accompanied their meals. Although there were minor criticisms regarding some drinks, the overall feedback indicates a strong likelihood of returning for another enjoyable meal. Both breakfast and dinner options seem available, catering to different occasions."
ChIJAfAbdrwzK4gR44KeXCreKI0,(437) 217-8586,"1891 Eglinton Ave W, York, ON M6E 3X6, Canada",4.4,,"['Monday: 12:00\u2009–\u20099:00\u202fPM', 'Tuesday: 12:00\u2009–\u20099:00\u202fPM', 'Wednesday: 12:00\u2009–\u20099:00\u202fPM', 'Thursday: 12:00\u2009–\u200910:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u200911:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u200911:00\u202fPM']",Méxology Kitchen,mexican_restaurant,,"The restaurant offers a variety of authentic Mexican dishes that are predominantly well-received for their freshness and generous portions. Diners praised the pork tacos served with pineapple, noting that the homemade tortillas were filling, though some found them a bit too thick. While many enjoyed the chicken quesadillas and sopes, some guests felt the flavors did not match up to other nearby taquerias. Tacos were a popular choice, but there were mixed reviews regarding their texture, with one guest finding the asada taco overly mushy due to excessive cactus. However, the churros received unanimous acclaim, especially when paired with espresso. Overall, the service was described as friendly, though there were some language barriers. The prices are considered reasonable, but some diners felt that certain dishes were on the expensive side for the quality provided. With a strong recommendation to return and try different items from the menu, this restaurant presents a promising dining experience for those seeking large portions of Mexican fare."
ChIJO9JUdps1K4gRD_DhCM6V5rc,(416) 535-2242,"1242 Dundas St W, Toronto, ON M6J 1X5, Canada",4.4,http://www.lachingada.ca/,"['Monday: 4:00\u2009–\u200910:00\u202fPM', 'Tuesday: 4:00\u2009–\u200910:00\u202fPM', 'Wednesday: 4:00\u2009–\u200910:00\u202fPM', 'Thursday: 12:00\u2009–\u200911:00\u202fPM', 'Friday: 12:00\u2009–\u200911:00\u202fPM', 'Saturday: 12:00\u2009–\u200911:00\u202fPM', 'Sunday: 12:00\u2009–\u20099:00\u202fPM']",La Chingada,restaurant,"Tacos, tortas & churros dished out in a casual space adorned with vibrant, graffiti-style murals.","This lively Mexican restaurant is an excellent spot for happy hour, offering $10 margaritas and a variety of appetizers like chicken empanadas and ceviche tostadas that come highly praised for their authentic flavors. The patio ambiance is enjoyable, making it a perfect place to unwind after work. While the all-you-can-eat tacos special on Thursdays is a draw, some diners found the taco fillings, including fish and carnitas, a bit salty, which affected their overall experience. The restaurant's guacamole stands out for its creamy texture and flavorful ingredients, earning positive remarks. Diners appreciate the generous portions, but some felt that the prices are a bit steep for the serving sizes. Desserts received mixed reviews, with one guest describing them as too sweet. Overall, reviews highlight the fast and friendly service, making this venue a must-visit for taco and tequila enthusiasts looking for a fun dining experience."
